year,ac_number,constituency_name,position,candidate,sex,age,category,party,votes_general,votes_postal,votes,vote_share_pct,total_electors,turnout_pct,margin
2016,66,Khargram,9,ANANTA MONDAL,M,51,SC,SHS,749,1,750,0.46,204103,79.3,33173
2016,67,Burwan,1,PROTIMA RAJAK,F,38,SC,INC,55714,192,55906,36.89,194415,77.95,15002
2016,67,Burwan,2,SHASTHI CHARAN MAL,M,66,SC,AITC,40806,98,40904,26.99,194415,77.95,15002
2016,67,Burwan,3,BINOY SARKAR,M,61,SC,RSP,32913,127,33040,21.8,194415,77.95,15002
2016,67,Burwan,4,AMIYA KUMAR DAS,M,33,SC,BJP,15419,21,15440,10.19,194415,77.95,15002
2016,67,Burwan,5,None of the Above,,,,NOTA,3290,0,3290,2.17,194415,77.95,15002
2016,67,Burwan,6,RANJIT DAS,M,37,SC,SP,1876,0,1876,1.24,194415,77.95,15002
2016,67,Burwan,7,JATA SANKAR THANDAR,M,64,SC,IND,1094,0,1094,0.72,194415,77.95,15002
2016,68,Kandi,1,APURBA SARKAR (DAVID),M,52,GEN,INC,81108,615,81723,51.22,208187,76.64,20780
2016,68,Kandi,2,DR. SANTANU SEN,M,44,GEN,AITC,60575,368,60943,38.2,208187,76.64,20780
2016,68,Kandi,3,BINAY BHUSAN DAS,M,63,GEN,BJP,9291,26,9317,5.84,208187,76.64,20780
2016,68,Kandi,4,None of the Above,,,,NOTA,2458,6,2464,1.54,208187,76.64,20780
2016,68,Kandi,5,GOKUL HAZRA,M,61,GEN,IND,1541,3,1544,0.97,208187,76.64,20780
2016,68,Kandi,6,SANDIP ROYCHOWDHURY,M,39,GEN,IND,1183,0,1183,0.74,208187,76.64,20780
2016,68,Kandi,7,MAJIBUR RAHAMAN SHAIKH,M,38,GEN,IUML,1107,0,1107,0.69,208187,76.64,20780
2016,68,Kandi,8,SUJAY MONDAL,M,27,GEN,,531,0,531,0.33,208187,76.64,20780
2016,68,Kandi,9,SUKHEN HALDAR,M,37,SC,SUCI,397,0,397,0.25,208187,76.64,20780
2016,68,Kandi,10,MANIRUL ISLAM,M,47,GEN,,344,0,344,0.22,208187,76.64,20780
2016,69,Bharatpur,1,KAMALESH CHATTERJEE,M,40,GEN,INC,59626,163,59789,36.18,215850,76.56,11017
2016,69,Bharatpur,2,KHADEM A DASTEGIR,M,58,GEN,AITC,48600,172,48772,29.51,215850,76.56,11017
2016,69,Bharatpur,3,ID MOHAMMAD,M,64,GEN,RSP,39744,205,39949,24.17,215850,76.56,11017
2016,69,Bharatpur,4,IMAN KALYAN MUKHERJE,M,34,GEN,BJP,10049,15,10064,6.09,215850,76.56,11017
2016,69,Bharatpur,5,None of the Above,,,,NOTA,3834,3,3837,2.32,215850,76.56,11017
2016,69,Bharatpur,6,HUMAYUN KABIR,M,49,GEN,SP,1497,0,1497,0.91,215850,76.56,11017
2016,69,Bharatpur,7,BADAN GHOSH,M,59,GEN,AMB,1355,0,1355,0.82,215850,76.56,11017
2016,70,Rejinagar,1,RABIUL ALAM CHOWDHURY,M,56,GEN,INC,79483,287,79770,43.12,224848,82.27,5560
2016,70,Rejinagar,2,HUMAYUN KABIR,M,53,GEN,IND,74092,118,74210,40.12,224848,82.27,5560
2016,70,Rejinagar,3,BEGUM SIDDIKA,F,54,GEN,AITC,14618,13,14631,7.91,224848,82.27,5560
2016,70,Rejinagar,4,BANKIM KARMAKAR,M,62,GEN,BJP,10753,18,10771,5.82,224848,82.27,5560
2016,70,Rejinagar,5,None of the Above,,,,NOTA,2150,0,2150,1.16,224848,82.27,5560
2016,70,Rejinagar,6,BABAR ALI,M,53,GEN,SUCI,1392,0,1392,0.75,224848,82.27,5560
2016,70,Rejinagar,7,RABIUL ISLAM SEKH,M,46,GEN,BSP,1374,0,1374,0.74,224848,82.27,5560
2016,70,Rejinagar,8,ABDUS SUKUR,M,71,GEN,IUML,695,0,695,0.38,224848,82.27,5560
2016,71,Beldanga,1,SEIKH SAFIUJJAMAN,M,57,GEN,INC,86637,380,87017,49.43,219501,80.2,30281
2016,71,Beldanga,2,GOLAM KIBRIA MIA,M,73,GEN,AITC,56624,112,56736,32.23,219501,80.2,30281
2016,71,Beldanga,3,ALOK GHOSH,M,64,GEN,BJP,25596,55,25651,14.57,219501,80.2,30281
2016,71,Beldanga,4,ITTEFA HOSSAIN,M,42,GEN,IUML,2860,5,2865,1.63,219501,80.2,30281
2016,71,Beldanga,5,None of the Above,,,,NOTA,2223,6,2229,1.27,219501,80.2,30281
2016,71,Beldanga,6,MARJINA KHATUN,F,40,GEN,SP,1551,1,1552,0.88,219501,80.2,30281
2016,72,Baharampur,1,MANOJ CHAKRABORTY,M,62,GEN,INC,126452,1310,127762,67.89,236629,79.53,92273
2016,72,Baharampur,2,DR. SUJATA BANERJEE,F,46,GEN,AITC,35264,225,35489,18.86,236629,79.53,92273
2016,72,Baharampur,3,MALA BHATTACHARYA,F,66,GEN,BJP,18716,89,18805,9.99,236629,79.53,92273
2016,72,Baharampur,4,None of the Above,,,,NOTA,3511,12,3523,1.87,236629,79.53,92273
2016,72,Baharampur,5,KOUSIK CHATTERJEE,M,50,GEN,SUCI,1715,12,1727,0.92,236629,79.53,92273
2016,72,Baharampur,6,SUJIT KUMAR DAS,M,48,SC,IND,881,0,881,0.47,236629,79.53,92273
2016,73,Hariharpara,1,NIAMOT SHEIKH,M,65,GEN,AITC,71358,144,71502,37.77,218299,86.71,5003
2016,73,Hariharpara,2,ALAMGIR MIR (PALASH),M,45,GEN,INC,66271,228,66499,35.13,218299,86.71,5003
2016,73,Hariharpara,3,INSAR ALI BISWAS,M,54,GEN,CPM,38914,143,39057,20.63,218299,86.71,5003
2016,73,Hariharpara,4,TULSI PRASAD SUKUL,M,56,GEN,BJP,5385,9,5394,2.85,218299,86.71,5003
2016,73,Hariharpara,5,GOLAM MOSTAFA,M,54,GEN,SUCI,2796,8,2804,1.48,218299,86.71,5003
2016,73,Hariharpara,6,ASGAR ALI SEIKH,M,48,GEN,IUML,1382,0,1382,0.73,218299,86.71,5003
2016,73,Hariharpara,7,None of the Above,,,,NOTA,1159,0,1159,0.61,218299,86.71,5003
2016,73,Hariharpara,8,MD MURTAJ ALI,M,38,GEN,,720,0,720,0.38,218299,86.71,5003
2016,73,Hariharpara,9,NURUL AMIN SK,M,55,GEN,IND,520,0,520,0.27,218299,86.71,5003
2016,73,Hariharpara,10,AALAMGIR ALI MONDAL,M,41,GEN,IND,254,0,254,0.13,218299,86.71,5003
2016,74,Nowda,1,ABU TAHER KHAN,M,54,GEN,INC,62425,214,62639,34.46,218399,83.22,19262
2016,74,Nowda,2,MASUD KARIM,M,36,GEN,AITC,43297,80,43377,23.87,218399,83.22,19262
2016,74,Nowda,3,ABDUL BARI MOLLA,M,58,GEN,RSP,42812,201,43013,23.67,218399,83.22,19262
2016,74,Nowda,4,SAJAL BHAUMIK,M,36,GEN,BJP,25850,24,25874,14.24,218399,83.22,19262
2016,74,Nowda,5,None of the Above,,,,NOTA,3825,5,3830,2.11,218399,83.22,19262
2016,74,Nowda,6,ABUTALEB HOSSAIN,M,42,GEN,,1675,1,1676,0.92,218399,83.22,19262
2016,74,Nowda,7,HELALUL ISLAM KHANDAKAR,M,61,GEN,SUCI,788,1,789,0.43,218399,83.22,19262
2016,74,Nowda,8,KHURSHID ALAM MALITYA,M,29,GEN,IND,558,0,558,0.31,218399,83.22,19262
2016,75,Domkal,1,ANISUR RAHAMAN,M,66,GEN,CPM,71250,453,71703,36.59,233841,83.8,6890
2016,75,Domkal,2,SOUMIK HOSSAIN,M,33,GEN,AITC,64586,227,64813,33.07,233841,83.8,6890
2016,75,Domkal,3,ABDUR RAHAMAN SEKH,M,46,GEN,INC,46198,96,46294,23.62,233841,83.8,6890
2016,75,Domkal,4,NANDA DULAL PAL,M,44,GEN,BJP,4647,5,4652,2.37,233841,83.8,6890
2016,75,Domkal,5,ABDUR RAHAMAN MANDAL,M,52,GEN,IND,1756,0,1756,0.9,233841,83.8,6890
2016,75,Domkal,6,None of the Above,,,,NOTA,1578,2,1580,0.81,233841,83.8,6890
2016,75,Domkal,7,JAKIR HOSSAIN SEKH,M,48,GEN,IUML,1178,0,1178,0.6,233841,83.8,6890
2016,75,Domkal,8,SYED GOLAM GAUS,M,65,GEN,WPOI,971,19,990,0.51,233841,83.8,6890
2016,75,Domkal,9,DR NAZRUL ISLAM,M,62,GEN,,856,1,857,0.44,233841,83.8,6890
2016,75,Domkal,10,BUDDHADEV DAS,M,39,SC,IND,769,0,769,0.39,233841,83.8,6890
2016,75,Domkal,11,NUJRUL ISLAM,M,44,GEN,IND,627,0,627,0.32,233841,83.8,6890
2016,75,Domkal,12,ANISUR RAHAMAN SEKH,M,49,GEN,IND,385,0,385,0.2,233841,83.8,6890
2016,75,Domkal,13,SAMSUZZAMAN,M,49,GEN,SUCI,353,5,358,0.18,233841,83.8,6890
2016,76,Jalangi,1,ABDUR RAZZAK,M,58,GEN,CPM,95729,521,96250,50.25,228358,83.87,25267
2016,76,Jalangi,2,ALOK DAS,M,61,GEN,AITC,70828,155,70983,37.06,228358,83.87,25267
2016,76,Jalangi,3,CHANDAN MONDAL,M,45,GEN,BJP,14037,13,14050,7.34,228358,83.87,25267
2016,76,Jalangi,4,None of the Above,,,,NOTA,2444,1,2445,1.28,228358,83.87,25267
2016,76,Jalangi,5,SULOCHAN MANDAL,M,31,SC,IND,1569,0,1569,0.82,228358,83.87,25267
2016,76,Jalangi,6,GAJIAR RAHAMAN,M,45,GEN,IUML,1429,1,1430,0.75,228358,83.87,25267
2016,76,Jalangi,7,SARFARAJ NOWAJ,M,39,GEN,IND,1159,3,1162,0.61,228358,83.87,25267
2016,76,Jalangi,8,GOLAM KIBRIA SARKAR,M,40,GEN,WPOI,755,3,758,0.4,228358,83.87,25267
2016,76,Jalangi,9,SUJAY KUMAR GUHA,M,52,GEN,BSP,740,0,740,0.39,228358,83.87,25267
2016,76,Jalangi,10,SUBIR KUMAR SARKAR,M,40,SC,AMB,706,0,706,0.37,228358,83.87,25267
2016,76,Jalangi,11,ENAMUL HAQUE MANDAL,M,55,GEN,SUCI,484,2,486,0.25,228358,83.87,25267
2016,76,Jalangi,12,MOHIKHIT DAS,M,31,SC,IND,484,0,484,0.25,228358,83.87,25267
2016,76,Jalangi,13,JIAUR RAHAMAN,M,45,GEN,,463,0,463,0.24,228358,83.87,25267
2016,77,Karimpur,1,MAHUA MOITRA,F,42,GEN,AITC,90460,529,90989,45.24,227166,88.53,15989
2016,77,Karimpur,2,SAMARENDRANATH GHOSH,M,45,GEN,CPM,74383,617,75000,37.29,227166,88.53,15989
2016,77,Karimpur,3,SUBHASIS BHATTACHARYYA(ANANDA),M,59,GEN,BJP,23269,33,23302,11.59,227166,88.53,15989
2016,77,Karimpur,4,MAHITOSH SARKAR,M,44,GEN,SHS,4554,0,4554,2.26,227166,88.53,15989
2016,77,Karimpur,5,SAHABUDDIN MANDAL,M,46,GEN,WPOI,2134,6,2140,1.06,227166,88.53,15989
2016,77,Karimpur,6,JITENDRA NATH HALDER,M,67,SC,BSP,1768,1,1769,0.88,227166,88.53,15989
2016,77,Karimpur,7,None of the Above,,,,NOTA,1446,3,1449,0.72,227166,88.53,15989
2016,77,Karimpur,8,AZAD RAHAMAN,M,51,GEN,SUCI,1104,0,1104,0.55,227166,88.53,15989
2016,77,Karimpur,9,REJAUL SEKH,M,70,GEN,IUML,798,1,799,0.4,227166,88.53,15989
2016,78,Tehatta,1,DUTTA GOURI SANKAR,M,64,GEN,AITC,97104,507,97611,49.04,230569,86.33,17396
2016,78,Tehatta,2,RANJIT KUMAR MANDAL,M,58,GEN,CPM,79631,584,80215,40.3,230569,86.33,17396
2016,78,Tehatta,3,ARJUN KUMAR BISWAS,M,47,GEN,BJP,16780,29,16809,8.44,230569,86.33,17396
2016,78,Tehatta,4,ARABINDA BISWAS,M,55,SC,BSP,1916,2,1918,0.96,230569,86.33,17396
2016,78,Tehatta,5,None of the Above,,,,NOTA,1439,5,1444,0.73,230569,86.33,17396
2016,78,Tehatta,6,SHERFUL ANSARY,M,53,GEN,SUCI,1062,1,1063,0.53,230569,86.33,17396
2016,79,Palashipara,1,TAPAS KUMAR SAHA,M,56,GEN,AITC,81848,279,82127,44.99,218181,83.67,5559
2016,79,Palashipara,2,S.M.SADI,M,56,GEN,CPM,76172,396,76568,41.94,218181,83.67,5559
2016,79,Palashipara,3,BIBHASH MANDAL,M,50,GEN,BJP,14014,14,14028,7.68,218181,83.67,5559
2016,79,Palashipara,4,MONOJ RAY,M,40,GEN,SHS,3117,0,3117,1.71,218181,83.67,5559
2016,79,Palashipara,5,BATSHOBHA SEKH,F,59,GEN,SUCI,2568,3,2571,1.41,218181,83.67,5559
2016,79,Palashipara,6,None of the Above,,,,NOTA,1984,6,1990,1.09,218181,83.67,5559
2016,79,Palashipara,7,DWIJEN BISWAS,M,40,SC,BSP,1575,1,1576,0.86,218181,83.67,5559
2016,79,Palashipara,8,F.R. SEKH,M,46,GEN,,583,0,583,0.32,218181,83.67,5559
2016,80,Kaliganj,1,HASANUZZAMAN SK,M,42,GEN,INC,84792,333,85125,45.65,217026,85.93,1227
2016,80,Kaliganj,2,AHAMED NASIRUDDIN (LAL),M,63,GEN,AITC,83526,372,83898,44.99,217026,85.93,1227
2016,80,Kaliganj,3,SAIKAT SARKAR,M,31,GEN,BJP,10350,23,10373,5.56,217026,85.93,1227
2016,80,Kaliganj,4,None of the Above,,,,NOTA,2348,1,2349,1.26,217026,85.93,1227
2016,80,Kaliganj,5,HARROJ ALI SHAIKH,M,64,GEN,SUCI,1115,4,1119,0.6,217026,85.93,1227
2016,80,Kaliganj,6,BIPLAB ROY,M,28,SC,SHS,1075,0,1075,0.58,217026,85.93,1227
2016,80,Kaliganj,7,ALTAF HOSSAIN SEKH,M,66,GEN,,946,0,946,0.51,217026,85.93,1227
2016,80,Kaliganj,8,SUNIL MANDAL,M,63,SC,BSP,890,0,890,0.48,217026,85.93,1227
2016,80,Kaliganj,9,SWAPAN MODAK,M,61,GEN,SP,711,0,711,0.38,217026,85.93,1227
2016,81,Nakashipara,1,KALLOL KHAN,M,62,GEN,AITC,87593,439,88032,46.56,221339,85.43,6250
2016,81,Nakashipara,2,TANMAY GANGULI,M,46,GEN,CPM,81230,552,81782,43.25,221339,85.43,6250
2016,81,Nakashipara,3,ANUP KUMAR MONDAL,M,38,SC,BJP,12692,32,12724,6.73,221339,85.43,6250
2016,81,Nakashipara,4,SISIR BASAK,M,50,GEN,,1768,0,1768,0.94,221339,85.43,6250
2016,81,Nakashipara,5,SWAPAN MONDAL,M,56,SC,AMB,1732,0,1732,0.92,221339,85.43,6250
2016,81,Nakashipara,6,None of the Above,,,,NOTA,1570,1,1571,0.83,221339,85.43,6250
2016,81,Nakashipara,7,SHIPANKAR HALDAR,M,32,SC,BSP,1475,1,1476,0.78,221339,85.43,6250
2016,82,Chapra,1,RUKBANUR RAHMAN,M,46,GEN,AITC,89091,465,89556,47.79,219864,85.23,13463
2016,82,Chapra,2,SHAMSUL ISLAM MOLLAH,M,62,GEN,CPM,75657,436,76093,40.61,219864,85.23,13463
2016,82,Chapra,3,SUTIRTHA CHAKRABORTY(CHUNI),M,40,GEN,BJP,14877,10,14887,7.94,219864,85.23,13463
2016,82,Chapra,4,SAMARESH BISWAS,M,41,SC,SHS,4081,0,4081,2.18,219864,85.23,13463
2016,82,Chapra,5,None of the Above,,,,NOTA,1890,4,1894,1.01,219864,85.23,13463
2016,82,Chapra,6,DHANANJAY GANGULY,M,61,GEN,,883,1,884,0.47,219864,85.23,13463
2016,83,Krishnanagar Uttar,1,ABANI MOHAN JOARDAR,M,72,GEN,AITC,82209,655,82864,44.14,219383,85.58,12915
2016,83,Krishnanagar Uttar,2,ASIM KUMAR SAHA,M,65,GEN,INC,68757,1192,69949,37.26,219383,85.58,12915
2016,83,Krishnanagar Uttar,3,CHANCHAL KUMAR BISWAS,M,59,GEN,BJP,26723,73,26796,14.27,219383,85.58,12915
2016,83,Krishnanagar Uttar,4,None of the Above,,,,NOTA,3154,21,3175,1.69,219383,85.58,12915
2016,83,Krishnanagar Uttar,5,PRABIR KUMAR GHOSH,M,37,GEN,SHS,1603,2,1605,0.85,219383,85.58,12915
2016,83,Krishnanagar Uttar,6,ASHOKE CHANDRA DAS,M,43,SC,BSP,1548,0,1548,0.82,219383,85.58,12915
2016,83,Krishnanagar Uttar,7,KAMAL KANTI DATTA,M,61,GEN,SUCI,977,1,978,0.52,219383,85.58,12915
2016,83,Krishnanagar Uttar,8,AMAL TARAFDAR,M,70,GEN,,822,1,823,0.44,219383,85.58,12915
2016,84,Nabadwip,1,PUNDARIKAKSHYA SAHA,M,61,GEN,AITC,101746,482,102228,52.49,225935,86.21,35796
2016,84,Nabadwip,2,SUMIT BISWAS,M,42,GEN,CPM,66039,393,66432,34.11,225935,86.21,35796
2016,84,Nabadwip,3,GAUTAM PAL,M,54,GEN,BJP,17514,23,17537,9,225935,86.21,35796
2016,84,Nabadwip,4,BRAJAMOHAN CHAKRABORTY,M,57,GEN,SHS,2890,0,2890,1.48,225935,86.21,35796
2016,84,Nabadwip,5,None of the Above,,,,NOTA,2135,4,2139,1.1,225935,86.21,35796
2016,84,Nabadwip,6,UTPALA BISWAS,F,63,SC,BSP,1913,1,1914,0.98,225935,86.21,35796
2016,84,Nabadwip,7,PARIKSHIT PAUL,M,61,GEN,,1632,0,1632,0.84,225935,86.21,35796
2016,85,Krishnanagar Dakshin,1,UJJAL BISWAS,M,62,GEN,AITC,80278,433,80711,45.58,201791,87.75,12814
2016,85,Krishnanagar Dakshin,2,MEGHLAL SHEIKH,M,60,GEN,CPM,67452,445,67897,38.35,201791,87.75,12814
2016,85,Krishnanagar Dakshin,3,MAHADEV SARKAR,M,46,SC,BJP,22812,38,22850,12.9,201791,87.75,12814
2016,85,Krishnanagar Dakshin,4,None of the Above,,,,NOTA,2537,1,2538,1.43,201791,87.75,12814
2016,85,Krishnanagar Dakshin,5,SUDEB SARKAR,M,31,SC,BSP,1841,1,1842,1.04,201791,87.75,12814
2016,85,Krishnanagar Dakshin,6,ANCHHARUL HAQUE BISWAS,M,49,GEN,,1226,0,1226,0.69,201791,87.75,12814
2016,86,Santipur,1,ARINDAM BHATTACHARYA,M,36,GEN,INC,103165,401,103566,51.76,225358,88.78,19488
2016,86,Santipur,2,AJOY DEY,M,63,GEN,AITC,83626,452,84078,42.02,225358,88.78,19488
2016,86,Santipur,3,SWAPAN KUMAR DAM,M,51,GEN,BJP,7488,7,7495,3.75,225358,88.78,19488
2016,86,Santipur,4,None of the Above,,,,NOTA,1899,2,1901,0.95,225358,88.78,19488
2016,86,Santipur,5,SAOKAT ALI,M,39,GEN,,1639,0,1639,0.82,225358,88.78,19488
2016,86,Santipur,6,DINESH RAY,M,31,GEN,SHS,882,0,882,0.44,225358,88.78,19488
2016,86,Santipur,7,NAJIMA BIBI KAYAL,F,46,GEN,,519,0,519,0.26,225358,88.78,19488
2016,87,Ranaghat Uttar paschim,1,SANKAR SINGHA,M,66,GEN,INC,108829,778,109607,52.05,243481,86.49,23420
2016,87,Ranaghat Uttar paschim,2,PARTHASARATHI CHATTERJEE (BABU),M,62,GEN,AITC,85571,616,86187,40.93,243481,86.49,23420
2016,87,Ranaghat Uttar paschim,3,ANAL BISWAS,M,39,GEN,BJP,10209,16,10225,4.86,243481,86.49,23420
2016,87,Ranaghat Uttar paschim,4,None of the Above,,,,NOTA,1821,8,1829,0.87,243481,86.49,23420
2016,87,Ranaghat Uttar paschim,5,AMAL SARKAR,M,36,SC,BSP,1478,2,1480,0.7,243481,86.49,23420
2016,87,Ranaghat Uttar paschim,6,MANOJ KIRTANIYA,M,37,GEN,SUCI,1257,1,1258,0.6,243481,86.49,23420
2016,88,Krishnaganj,1,SATYAJIT BISWAS,M,36,SC,AITC,113873,753,114626,53.72,251773,84.76,43928
2016,88,Krishnaganj,2,MRINAL BISWAS(MINI),M,37,SC,CPM,70296,402,70698,33.13,251773,84.76,43928
2016,88,Krishnaganj,3,SUJIT KUMAR BISWAS,M,48,SC,BJP,17715,26,17741,8.31,251773,84.76,43928
2016,88,Krishnaganj,4,NITYA GOPAL MONDAL,M,30,SC,INC,4170,5,4175,1.96,251773,84.76,43928
2016,88,Krishnaganj,5,RAJNATH SARKAR,M,60,SC,BSP,2192,5,2197,1.03,251773,84.76,43928
2016,88,Krishnaganj,6,None of the Above,,,,NOTA,1789,6,1795,0.84,251773,84.76,43928
2016,88,Krishnaganj,7,BIPLAB KUMAR GOLDER,M,59,SC,,1245,0,1245,0.58,251773,84.76,43928
2016,88,Krishnaganj,8,APURBA BISWAS,M,38,SC,SUCI,914,1,915,0.43,251773,84.76,43928
2016,89,Ranaghat Uttar Purba,1,SAMIR KUMAR PODDAR,M,53,SC,AITC,92604,611,93215,48.13,238807,81.1,14972
2016,89,Ranaghat Uttar Purba,2,BABUSONA SARKAR,M,28,SC,CPM,77734,509,78243,40.4,238807,81.1,14972
2016,89,Ranaghat Uttar Purba,3,NIKHIL RANJAN SARKAR,M,52,SC,BJP,15445,22,15467,7.99,238807,81.1,14972
2016,89,Ranaghat Uttar Purba,4,PRADIP KUMAR SARKAR,M,61,SC,BSP,2296,5,2301,1.19,238807,81.1,14972
2016,89,Ranaghat Uttar Purba,5,None of the Above,,,,NOTA,1642,3,1645,0.85,238807,81.1,14972
2016,89,Ranaghat Uttar Purba,6,JAGADISH MONDAL,M,63,SC,SUCI,1494,2,1496,0.77,238807,81.1,14972
2016,89,Ranaghat Uttar Purba,7,DEBADRITA BISWAS,F,29,SC,,1309,2,1311,0.68,238807,81.1,14972
2016,90,Ranaghat Dakshin,1,RAMA BISWAS,F,53,SC,CPM,103483,676,104159,47.51,257811,85.03,17253
2016,90,Ranaghat Dakshin,2,ABIR RANJAN BISWAS,M,44,SC,AITC,86508,398,86906,39.64,257811,85.03,17253
2016,90,Ranaghat Dakshin,3,SUSMIT RANJAN HALDAR,M,44,SC,BJP,18082,32,18114,8.26,257811,85.03,17253
2016,90,Ranaghat Dakshin,4,None of the Above,,,,NOTA,3632,8,3640,1.66,257811,85.03,17253
2016,90,Ranaghat Dakshin,5,PRASANTA BISWAS,M,51,SC,BSP,2407,0,2407,1.1,257811,85.03,17253
2016,90,Ranaghat Dakshin,6,TUSHAR BISWAS,M,26,SC,IND,1490,0,1490,0.68,257811,85.03,17253
2016,90,Ranaghat Dakshin,7,MANMATHA BISWAS,M,56,SC,,1050,0,1050,0.48,257811,85.03,17253
2016,90,Ranaghat Dakshin,8,BIBHUTI MONDAL,M,52,SC,IND,790,0,790,0.36,257811,85.03,17253
2016,90,Ranaghat Dakshin,9,TAPAN HALDER,M,46,SC,IND,659,0,659,0.3,257811,85.03,17253
2016,91,Chakdaha,1,KAR RATNA GHOSH,F,51,GEN,AITC,93582,659,94241,49.63,223765,84.86,23653
2016,91,Chakdaha,2,BISWANATH GUPTA,M,46,GEN,CPM,70004,584,70588,37.17,223765,84.86,23653
2016,91,Chakdaha,3,PRADIP KUMAR SARKAR,M,41,SC,BJP,16269,25,16294,8.58,223765,84.86,23653
2016,91,Chakdaha,4,None of the Above,,,,NOTA,2732,7,2739,1.44,223765,84.86,23653
2016,91,Chakdaha,5,SARNAB BOSE,M,25,GEN,SHS,2579,0,2579,1.36,223765,84.86,23653
2016,91,Chakdaha,6,DHIRENDRA MAJUMDAR,M,49,SC,BSP,2074,3,2077,1.09,223765,84.86,23653
2016,91,Chakdaha,7,ASHOK KUMAR KUNDU,M,55,GEN,PDS,1368,0,1368,0.72,223765,84.86,23653
2016,92,Kalyani,1,DR. RAMENDRA NATH BISWAS,M,75,SC,AITC,95149,646,95795,50.47,232145,81.75,26095
2016,92,Kalyani,2,ALAKESH DAS,M,52,SC,CPM,68843,857,69700,36.73,232145,81.75,26095
2016,92,Kalyani,3,DR. RANAJIT KUMAR BISWAS,M,58,SC,BJP,15674,36,15710,8.28,232145,81.75,26095
2016,92,Kalyani,4,None of the Above,,,,NOTA,2839,12,2851,1.5,232145,81.75,26095
2016,92,Kalyani,5,BIPLAB MAJUMDAR,M,30,SC,SHS,2355,0,2355,1.24,232145,81.75,26095
2016,92,Kalyani,6,TUSHAR KANTI BISWAS,M,56,SC,BSP,2315,4,2319,1.22,232145,81.75,26095
2016,92,Kalyani,7,SAMARESH BISWAS,M,50,SC,PDS,1055,3,1058,0.56,232145,81.75,26095
2016,93,Haringhata,1,NILIMA NAG (MALLICK),F,57,SC,AITC,93955,575,94530,49.4,219310,87.26,21349
2016,93,Haringhata,2,AJOY DAS,M,37,SC,CPM,72700,481,73181,38.24,219310,87.26,21349
2016,93,Haringhata,3,SURESH SIKDAR,M,32,SC,BJP,15784,9,15793,8.25,219310,87.26,21349
2016,93,Haringhata,4,None of the Above,,,,NOTA,1950,3,1953,1.02,219310,87.26,21349
2016,93,Haringhata,5,JAGADISH CHANDRA HALDER,M,68,SC,SHS,1910,0,1910,1,219310,87.26,21349
2016,93,Haringhata,6,BIDYUT MALLICK,M,35,SC,BSP,1586,2,1588,0.83,219310,87.26,21349
2016,93,Haringhata,7,MADHAB BISWAS,M,55,SC,PDS,1570,0,1570,0.82,219310,87.26,21349
2016,93,Haringhata,8,PROBODH KUMAR SARKAR,M,41,SC,SUCI,834,0,834,0.44,219310,87.26,21349
2016,94,Bagdah,1,DULAL CHANDRA BAR,M,50,SC,INC,101550,476,102026,49.64,258139,79.63,12236
2016,94,Bagdah,2,UPENDRA NATH BISWAS,M,75,SC,AITC,89505,285,89790,43.68,258139,79.63,12236
2016,94,Bagdah,3,BIVA MAJUMDER,F,37,SC,BJP,8987,9,8996,4.38,258139,79.63,12236
2016,94,Bagdah,4,BIKASH BISWAS,M,36,SC,BSP,1532,6,1538,0.75,258139,79.63,12236
2016,94,Bagdah,5,None of the Above,,,,NOTA,1324,1,1325,0.64,258139,79.63,12236
2016,94,Bagdah,6,HARISH CHANDRA MONDAL,M,77,SC,IND,792,0,792,0.39,258139,79.63,12236
2016,94,Bagdah,7,HIROK GOLDER,M,31,SC,,581,0,581,0.28,258139,79.63,12236
2016,94,Bagdah,8,GOUTAM MALO,M,32,SC,,498,0,498,0.24,258139,79.63,12236
2016,95,Bongaon Uttar,1,BISWAJIT DAS,M,49,SC,AITC,95372,450,95822,50.59,229679,82.46,33192
2016,95,Bongaon Uttar,2,SUSHANTA BOWALI,M,35,SC,AIFB,62032,598,62630,33.07,229679,82.46,33192
2016,95,Bongaon Uttar,3,K.D. BISWAS,M,65,SC,BJP,21245,17,21262,11.23,229679,82.46,33192
2016,95,Bongaon Uttar,4,SUNITI MALLICK,F,58,SC,BSP,4839,1,4840,2.56,229679,82.46,33192
2016,95,Bongaon Uttar,5,None of the Above,,,,NOTA,2182,0,2182,1.15,229679,82.46,33192
2016,95,Bongaon Uttar,6,JURAN CHANDRA PANDAY,M,44,SC,,1290,0,1290,0.68,229679,82.46,33192
2016,95,Bongaon Uttar,7,SHYAMSUNDAR HALDER,M,44,SC,SUCI,831,2,833,0.44,229679,82.46,33192
2016,95,Bongaon Uttar,8,PINAKI RANJAN BHARATI,M,66,SC,,536,1,537,0.28,229679,82.46,33192
2016,96,Bongaon Dakshin,1,SURAJIT KUMAR BISWAS,M,75,SC,AITC,92003,376,92379,49.2,225008,83.45,26904
2016,96,Bongaon Dakshin,2,RAMENDRANATH AUDHYA,M,61,SC,CPM,65006,469,65475,34.87,225008,83.45,26904
2016,96,Bongaon Dakshin,3,SWAPAN MAJUMDER,M,34,SC,BJP,24361,23,24384,12.99,225008,83.45,26904
2016,96,Bongaon Dakshin,4,PRADIP KUMAR SARKAR,M,38,SC,BSP,1615,1,1616,0.86,225008,83.45,26904
