year,ac_number,constituency_name,position,candidate,sex,age,category,party,votes_general,votes_postal,votes,vote_share_pct,total_electors,turnout_pct,margin
2016,5,Sitalkuchi,9,FULKUMAR BARMAN,M,46,SC,IND,1520,0,1520,0.66,261348,88.03,15483
2016,6,Sitai,1,JAGADISH CHANDRA BARMA BASUNIA,M,52,SC,AITC,103035,375,103410,47.39,262565,83.11,25251
2016,6,Sitai,2,KESHAB CHANDRA RAY,M,62,SC,INC,77927,232,78159,35.82,262565,83.11,25251
2016,6,Sitai,3,BHABEN CHANDRA RAY,M,53,SC,BJP,27789,20,27809,12.74,262565,83.11,25251
2016,6,Sitai,4,None of the Above,,,,NOTA,2474,2,2476,1.13,262565,83.11,25251
2016,6,Sitai,5,TAPAS BARMAN,M,33,SC,AMB,2364,0,2364,1.08,262565,83.11,25251
2016,6,Sitai,6,MANI MAHANTA,M,56,SC,BSP,2358,1,2359,1.08,262565,83.11,25251
2016,6,Sitai,7,ANIL CHANDRA BARMAN ROY,M,56,SC,SUCI,1648,1,1649,0.76,262565,83.11,25251
2016,7,Dinhata,1,UDAYAN GUHA,M,61,GEN,AITC,100122,610,100732,45.04,273294,81.83,21793
2016,7,Dinhata,2,AKSHAY THAKUR,M,66,GEN,AIFB,78247,692,78939,35.3,273294,81.83,21793
2016,7,Dinhata,3,SACHINDRA NATH ADHIKARI,M,59,SC,BJP,25542,56,25598,11.45,273294,81.83,21793
2016,7,Dinhata,4,DEBENDRA NATH ROY,M,56,SC,BSP,5842,0,5842,2.61,273294,81.83,21793
2016,7,Dinhata,5,DR. MD. FAZLE HAQUE,M,80,GEN,IND,4006,4,4010,1.79,273294,81.83,21793
2016,7,Dinhata,6,None of the Above,,,,NOTA,2612,7,2619,1.17,273294,81.83,21793
2016,7,Dinhata,7,AMINAL HOQUE,M,38,GEN,WPOI,2217,3,2220,0.99,273294,81.83,21793
2016,7,Dinhata,8,SABITRI BASUNIYA (ROY),F,40,SC,IND,2170,0,2170,0.97,273294,81.83,21793
2016,7,Dinhata,9,ANITA BARMAN,F,39,SC,IND,777,0,777,0.35,273294,81.83,21793
2016,7,Dinhata,10,PRADIP ROY,M,40,SC,SUCI,727,3,730,0.33,273294,81.83,21793
2016,8,Natabari,1,RABINDRA NATH GHOSH,M,60,GEN,AITC,92655,602,93257,46.72,223747,89.21,16157
2016,8,Natabari,2,TAMSER ALI,M,62,GEN,CPM,76265,835,77100,38.63,223747,89.21,16157
2016,8,Natabari,3,ALI HOSSAIN,M,46,GEN,BJP,21462,62,21524,10.78,223747,89.21,16157
2016,8,Natabari,4,TAPAN BARMAN,M,43,SC,KPPU,3204,0,3204,1.61,223747,89.21,16157
2016,8,Natabari,5,BABLA DEB,M,27,GEN,AMB,1677,1,1678,0.84,223747,89.21,16157
2016,8,Natabari,6,None of the Above,,,,NOTA,1562,11,1573,0.79,223747,89.21,16157
2016,8,Natabari,7,RABIA SARKAR,F,50,GEN,SUCI,1258,3,1261,0.63,223747,89.21,16157
2016,9,Tufanganj,1,FAZAL KARIM MIAH,M,65,GEN,AITC,84555,497,85052,44.21,213560,90.09,15270
2016,9,Tufanganj,2,SHYAMAL CHOUDHURY,M,70,GEN,INC,68936,846,69782,36.27,213560,90.09,15270
2016,9,Tufanganj,3,BIVAS SEN ISHORE,M,48,SC,BJP,29991,57,30048,15.62,213560,90.09,15270
2016,9,Tufanganj,4,None of the Above,,,,NOTA,2492,6,2498,1.3,213560,90.09,15270
2016,9,Tufanganj,5,MANOJ KUMAR MANDAL,M,39,GEN,IND,1957,1,1958,1.02,213560,90.09,15270
2016,9,Tufanganj,6,NUBASH BARMAN,M,53,SC,KPPU,1744,0,1744,0.91,213560,90.09,15270
2016,9,Tufanganj,7,SANTANA DATTA,F,52,GEN,SUCI,1315,5,1320,0.69,213560,90.09,15270
2016,10,Kumargram,1,JAMES KUJUR,M,59,ST,AITC,77437,231,77668,37.27,243359,85.64,6153
2016,10,Kumargram,2,MANOJ KUMAR ORAON,M,35,ST,RSP,71123,392,71515,34.32,243359,85.64,6153
2016,10,Kumargram,3,LEOS KUJUR,M,32,ST,BJP,45103,34,45137,21.66,243359,85.64,6153
2016,10,Kumargram,4,None of the Above,,,,NOTA,5873,1,5874,2.82,243359,85.64,6153
2016,10,Kumargram,5,VINAY KR. MINJ,M,34,ST,JMM,3296,0,3296,1.58,243359,85.64,6153
2016,10,Kumargram,6,ELIASH NARJINARY,M,63,ST,BSP,2736,1,2737,1.31,243359,85.64,6153
2016,10,Kumargram,7,RAM ORAON,M,50,ST,SUCI,2179,0,2179,1.05,243359,85.64,6153
2016,11,Kalchini,1,WILSON CHAMPRAMARY,M,39,ST,AITC,61996,65,62061,34.99,218280,81.25,1511
2016,11,Kalchini,2,BISHAL LAMA,M,34,ST,BJP,60466,84,60550,34.14,218280,81.25,1511
2016,11,Kalchini,3,AVIJIT NARJINARY,M,43,ST,INC,14196,24,14220,8.02,218280,81.25,1511
2016,11,Kalchini,4,JOHN PHILIP XALXO,M,61,ST,RSP,11886,19,11905,6.71,218280,81.25,1511
2016,11,Kalchini,5,BISWAJIT MINJ,M,37,ST,IND,7421,37,7458,4.21,218280,81.25,1511
2016,11,Kalchini,6,ATUL SUBA,M,61,ST,IND,6495,19,6514,3.67,218280,81.25,1511
2016,11,Kalchini,7,None of the Above,,,,NOTA,4519,5,4524,2.55,218280,81.25,1511
2016,11,Kalchini,8,PANKAJ TIRKEY,M,29,ST,JMM,2550,1,2551,1.44,218280,81.25,1511
2016,11,Kalchini,9,SUJIT MAHALI,M,32,ST,IND,2453,0,2453,1.38,218280,81.25,1511
2016,11,Kalchini,10,RAKESH KIRAN INDWAR,M,35,ST,IND,1951,3,1954,1.1,218280,81.25,1511
2016,11,Kalchini,11,SUKHAN MUNDA,M,36,ST,SUCI,1148,0,1148,0.65,218280,81.25,1511
2016,11,Kalchini,12,JAY BHADRA KARJEE,M,57,ST,IND,1087,0,1087,0.61,218280,81.25,1511
2016,11,Kalchini,13,USHA TAMANG,F,43,ST,IND,931,0,931,0.52,218280,81.25,1511
2016,12,Alipurduars,1,SOURAV CHAKRABORTY(GHUTISH),M,43,GEN,AITC,89122,573,89695,44.09,236134,86.16,11958
2016,12,Alipurduars,2,BISWA RANJAN SARKAR,M,67,GEN,INC,77007,730,77737,38.21,236134,86.16,11958
2016,12,Alipurduars,3,KUSHAL CHATTERJEE (TATU),M,39,GEN,BJP,20067,31,20098,9.88,236134,86.16,11958
2016,12,Alipurduars,4,NIRMAL DAS,M,72,GEN,RSP,7292,32,7324,3.6,236134,86.16,11958
2016,12,Alipurduars,5,None of the Above,,,,NOTA,2969,11,2980,1.46,236134,86.16,11958
2016,12,Alipurduars,6,ALOKESH DAS,M,41,SC,SUCI,2306,2,2308,1.13,236134,86.16,11958
2016,12,Alipurduars,7,DALENDRA NATH RAY,M,62,SC,AMB,1341,0,1341,0.66,236134,86.16,11958
2016,12,Alipurduars,8,SANTOSH KUMAR BALO,M,60,GEN,IND,987,2,989,0.49,236134,86.16,11958
2016,12,Alipurduars,9,GOURI ROY,F,31,SC,BSP,974,0,974,0.48,236134,86.16,11958
2016,13,Falakata,1,ANIL ADHIKARI,M,66,SC,AITC,86272,375,86647,43.77,227176,87.13,16839
2016,13,Falakata,2,KSHITISH CHANDRA RAY,M,45,SC,CPM,69196,612,69808,35.27,227176,87.13,16839
2016,13,Falakata,3,NARAYAN CHANDRA MONDAL,M,46,SC,BJP,30613,26,30639,15.48,227176,87.13,16839
2016,13,Falakata,4,None of the Above,,,,NOTA,3808,4,3812,1.93,227176,87.13,16839
2016,13,Falakata,5,BISHNUPADA ROY,M,36,SC,IND,3004,3,3007,1.52,227176,87.13,16839
2016,13,Falakata,6,PARITOSH CH. ROY,M,45,SC,IND,2016,0,2016,1.02,227176,87.13,16839
2016,13,Falakata,7,TARANI ROY,M,58,SC,SUCI,1342,2,1344,0.68,227176,87.13,16839
2016,13,Falakata,8,NARESH CHANDRA BARMAN,M,66,SC,IND,667,0,667,0.34,227176,87.13,16839
2016,14,Madarihat,1,MANOJ TIGGA,M,43,ST,BJP,66855,134,66989,43.98,191686,79.45,22038
2016,14,Madarihat,2,PADAM LAMA,M,54,ST,AITC,44799,152,44951,29.51,191686,79.45,22038
2016,14,Madarihat,3,KUMARI KUJUR,F,67,ST,RSP,29731,154,29885,19.62,191686,79.45,22038
2016,14,Madarihat,4,None of the Above,,,,NOTA,5065,3,5068,3.33,191686,79.45,22038
2016,14,Madarihat,5,PADAM ORAON,M,37,ST,JMM,3088,1,3089,2.03,191686,79.45,22038
2016,14,Madarihat,6,SUDHIST BARAIK,M,39,ST,SUCI,2319,0,2319,1.52,191686,79.45,22038
2016,15,Dhupguri,1,MITALI ROY,F,43,SC,AITC,90603,178,90781,43.49,237427,87.92,19264
2016,15,Dhupguri,2,MAMATA ROY,F,49,SC,CPM,71102,415,71517,34.26,237427,87.92,19264
2016,15,Dhupguri,3,AGUN ROY,M,36,SC,BJP,36141,26,36167,17.33,237427,87.92,19264
2016,15,Dhupguri,4,None of the Above,,,,NOTA,3259,3,3262,1.56,237427,87.92,19264
2016,15,Dhupguri,5,MADHUSUDAN ROY,M,40,SC,KPPU,2644,0,2644,1.27,237427,87.92,19264
2016,15,Dhupguri,6,NIRANJAN ROY,M,37,SC,SUCI,2361,0,2361,1.13,237427,87.92,19264
2016,15,Dhupguri,7,BEDDYUTI ROY,M,47,SC,BSP,2002,0,2002,0.96,237427,87.92,19264
2016,16,Maynaguri,1,ANANTA DEB ADHIKARI,M,64,SC,AITC,100588,249,100837,47.85,236663,89.04,34907
2016,16,Maynaguri,2,CHHAYA DEY (ROY),F,58,SC,RSP,65470,460,65930,31.29,236663,89.04,34907
2016,16,Maynaguri,3,BISWAJIT ROY,M,37,SC,BJP,30708,34,30742,14.59,236663,89.04,34907
2016,16,Maynaguri,4,None of the Above,,,,NOTA,4362,6,4368,2.07,236663,89.04,34907
2016,16,Maynaguri,5,KAUSIK ROY,M,30,SC,KPPU,3855,1,3856,1.83,236663,89.04,34907
2016,16,Maynaguri,6,AMIT KUMAR SARKAR,M,26,SC,BSP,1818,0,1818,0.86,236663,89.04,34907
2016,16,Maynaguri,7,RUPESWAR RAY,M,56,SC,,1700,1,1701,0.81,236663,89.04,34907
2016,16,Maynaguri,8,BINAY SARKAR,M,45,SC,AMB,1476,0,1476,0.7,236663,89.04,34907
2016,17,Jalpaiguri,1,SUKHBILAS BARMA,M,70,SC,INC,92933,1620,94553,45.41,241740,86.13,5157
2016,17,Jalpaiguri,2,DHARTTIMOHAN ROY,M,59,SC,AITC,88526,870,89396,42.93,241740,86.13,5157
2016,17,Jalpaiguri,3,TAPAN ROY,M,46,SC,BJP,15977,52,16029,7.7,241740,86.13,5157
2016,17,Jalpaiguri,4,None of the Above,,,,NOTA,3364,19,3383,1.62,241740,86.13,5157
2016,17,Jalpaiguri,5,HARIBHAKTA SARDAR,M,61,SC,SUCI,2581,5,2586,1.24,241740,86.13,5157
2016,17,Jalpaiguri,6,GANESH MANDAL,M,49,SC,BSP,2264,5,2269,1.09,241740,86.13,5157
2016,18,Rajganj,1,KHAGESWAR ROY,M,65,SC,AITC,89424,361,89785,46.15,216425,89.88,14677
2016,18,Rajganj,2,SATYENDRA NATH MONDAL,M,53,SC,CPM,74662,446,75108,38.61,216425,89.88,14677
2016,18,Rajganj,3,PRAKASH CHANDRA ROY,M,29,SC,BJP,17796,15,17811,9.16,216425,89.88,14677
2016,18,Rajganj,4,None of the Above,,,,NOTA,3523,2,3525,1.81,216425,89.88,14677
2016,18,Rajganj,5,HRIDAY ROY,M,37,SC,KPPU,3468,3,3471,1.78,216425,89.88,14677
2016,18,Rajganj,6,ARUN BARMAN,M,57,SC,SUCI,3021,6,3027,1.56,216425,89.88,14677
2016,18,Rajganj,7,RAJAT ROY,M,30,SC,BSP,1804,0,1804,0.93,216425,89.88,14677
2016,19,Dabgram-Fulbari,1,GOUTAM DEB,M,59,GEN,AITC,105540,229,105769,47.49,260690,85.44,23811
2016,19,Dabgram-Fulbari,2,DILIP SINGH,M,49,GEN,CPM,81620,338,81958,36.8,260690,85.44,23811
2016,19,Dabgram-Fulbari,3,RATHINDRA BOSE (RATHIN),M,56,GEN,BJP,26163,32,26195,11.76,260690,85.44,23811
2016,19,Dabgram-Fulbari,4,None of the Above,,,,NOTA,3277,6,3283,1.47,260690,85.44,23811
2016,19,Dabgram-Fulbari,5,SUBHAS BISWAS,M,63,SC,IND,2180,0,2180,0.98,260690,85.44,23811
2016,19,Dabgram-Fulbari,6,SANJIBAN SARKAR,M,46,SC,BSP,1405,4,1409,0.63,260690,85.44,23811
2016,19,Dabgram-Fulbari,7,ABUL KASHEM,M,51,GEN,SUCI,1013,4,1017,0.46,260690,85.44,23811
2016,19,Dabgram-Fulbari,8,DULAL SARKAR,M,45,GEN,AMB,913,1,914,0.41,260690,85.44,23811
2016,20,Mal,1,BULU CHIK BARAIK,M,57,ST,AITC,84727,150,84877,44.28,227471,84.26,18462
2016,20,Mal,2,AUGUSTUS KERKETTA,M,46,ST,CPM,66106,309,66415,34.65,227471,84.26,18462
2016,20,Mal,3,MAHESH BAGE,M,35,ST,BJP,29370,10,29380,15.33,227471,84.26,18462
2016,20,Mal,4,None of the Above,,,,NOTA,4266,7,4273,2.23,227471,84.26,18462
2016,20,Mal,5,ANJALI MALO,F,54,ST,BSP,4168,0,4168,2.17,227471,84.26,18462
2016,20,Mal,6,JYOTISH MINJ,M,35,ST,SUCI,2553,0,2553,1.33,227471,84.26,18462
2016,21,Nagrakata,1,SUKRA MUNDA,M,44,ST,AITC,57201,105,57306,32.46,213862,82.55,3228
2016,21,Nagrakata,2,JOSEPH MUNDA,M,46,ST,INC,53928,150,54078,30.63,213862,82.55,3228
2016,21,Nagrakata,3,JOHN BARLA,M,41,ST,BJP,47793,43,47836,27.1,213862,82.55,3228
2016,21,Nagrakata,4,None of the Above,,,,NOTA,6195,1,6196,3.51,213862,82.55,3228
2016,21,Nagrakata,5,GANESH LAMA,M,39,ST,,3854,1,3855,2.18,213862,82.55,3228
2016,21,Nagrakata,6,INDAR DEO ORAON,M,37,ST,IND,3828,1,3829,2.17,213862,82.55,3228
2016,21,Nagrakata,7,PAWAN KUMAR KHERWAR,M,48,ST,IND,3442,0,3442,1.95,213862,82.55,3228
2016,22,Kalimpong,1,SARITA RAI,F,57,GEN,GOJAM,67293,400,67693,49.06,193742,71.22,11431
2016,22,Kalimpong,2,HARKA BAHADUR CHETTRI,M,58,GEN,IND,55722,540,56262,40.77,193742,71.22,11431
2016,22,Kalimpong,3,KISHORE PRADHAN,M,49,GEN,IND,5699,15,5714,4.14,193742,71.22,11431
2016,22,Kalimpong,4,None of the Above,,,,NOTA,3350,14,3364,2.44,193742,71.22,11431
2016,22,Kalimpong,5,AMAR LOKSOM,M,47,GEN,,3196,5,3201,2.32,193742,71.22,11431
2016,22,Kalimpong,6,BHRIGU NATH GUPTA,M,42,SC,IND,1751,0,1751,1.27,193742,71.22,11431
2016,23,Darjeeling,1,AMAR SINGH RAI,M,68,GEN,GOJAM,94624,762,95386,59.85,237470,67.11,49913
2016,23,Darjeeling,2,SARDA RAI SUBBA,F,50,GEN,AITC,45183,290,45473,28.53,237470,67.11,49913
2016,23,Darjeeling,3,GOVIND CHETTRI,M,56,GEN,IND,8960,22,8982,5.64,237470,67.11,49913
2016,23,Darjeeling,4,None of the Above,,,,NOTA,5772,45,5817,3.65,237470,67.11,49913
2016,23,Darjeeling,5,ASHOK KUMAR LEPCHA,M,66,ST,,3686,30,3716,2.33,237470,67.11,49913
2016,24,Kurseong,1,ROHIT SHARMA,M,61,GEN,GOJAM,86561,386,86947,53.03,225802,72.62,33726
2016,24,Kurseong,2,SHANTA CHHETRI,F,59,GEN,AITC,52996,225,53221,32.46,225802,72.62,33726
2016,24,Kurseong,3,ARUN KUMAR GHATANI,M,45,SC,IND,12188,31,12219,7.45,225802,72.62,33726
2016,24,Kurseong,4,None of the Above,,,,NOTA,7391,35,7426,4.53,225802,72.62,33726
2016,24,Kurseong,5,DHURBA DEWAN,M,48,GEN,,4148,12,4160,2.54,225802,72.62,33726
2016,25,Matigara-naxalbari,1,SANKAR MALAKAR,M,61,SC,INC,86107,334,86441,41.28,249408,83.95,18627
2016,25,Matigara-naxalbari,2,AMAR SINHA,M,57,SC,AITC,67612,202,67814,32.39,249408,83.95,18627
2016,25,Matigara-naxalbari,3,ANANDAMOY BARMAN,M,33,SC,BJP,44573,52,44625,21.31,249408,83.95,18627
2016,25,Matigara-naxalbari,4,None of the Above,,,,NOTA,3299,8,3307,1.58,249408,83.95,18627
2016,25,Matigara-naxalbari,5,BIDUR BARMAN,M,56,SC,KPPU,2463,1,2464,1.18,249408,83.95,18627
2016,25,Matigara-naxalbari,6,SUDIP MANDAL,M,37,SC,BSP,1849,0,1849,0.88,249408,83.95,18627
2016,25,Matigara-naxalbari,7,GOUTAM KIRTANIA,M,46,SC,IND,1739,0,1739,0.83,249408,83.95,18627
2016,25,Matigara-naxalbari,8,KSHITISH CHANDRA ROY,M,66,SC,SUCI,1137,1,1138,0.54,249408,83.95,18627
2016,26,Siliguri,1,ASOK BHATTACHARYA,M,66,GEN,CPM,77513,541,78054,46.36,208719,80.66,14072
2016,26,Siliguri,2,BHAICHUNG BHUTIA,M,40,GEN,AITC,63805,177,63982,38.01,208719,80.66,14072
2016,26,Siliguri,3,GITA CHATTERJEE,F,75,GEN,BJP,19284,16,19300,11.46,208719,80.66,14072
2016,26,Siliguri,4,None of the Above,,,,NOTA,2868,9,2877,1.71,208719,80.66,14072
2016,26,Siliguri,5,RABINDRA RAI,M,36,GEN,,923,1,924,0.55,208719,80.66,14072
2016,26,Siliguri,6,HARIDAS THAKUR,M,68,GEN,BSP,830,2,832,0.49,208719,80.66,14072
2016,26,Siliguri,7,MAHENDRA KUMAR JAIN,M,36,GEN,JMM,618,0,618,0.37,208719,80.66,14072
2016,26,Siliguri,8,MD. ZAFAR EQBAL,M,30,GEN,IND,499,0,499,0.3,208719,80.66,14072
2016,26,Siliguri,9,VISHWJEET CHATTERJI,M,56,GEN,AMB,491,0,491,0.29,208719,80.66,14072
2016,26,Siliguri,10,TANMAY DUTTA,M,50,GEN,SUCI,438,1,439,0.26,208719,80.66,14072
2016,26,Siliguri,11,DASARATH KARMAKAR,M,66,GEN,ABHM,334,0,334,0.2,208719,80.66,14072
2016,27,Phansidewa,1,SUNIL CHANDRA TIRKEY,M,67,ST,INC,72891,267,73158,40.36,206362,87.85,7074
2016,27,Phansidewa,2,CAROLUS LAKRA,M,55,ST,AITC,65962,122,66084,36.45,206362,87.85,7074
2016,27,Phansidewa,3,DURGA MURMU,M,37,ST,BJP,32876,18,32894,18.15,206362,87.85,7074
2016,27,Phansidewa,4,None of the Above,,,,NOTA,2627,2,2629,1.45,206362,87.85,7074
2016,27,Phansidewa,5,JEMSHAN TIRKEY,M,25,ST,IND,2072,0,2072,1.14,206362,87.85,7074
2016,27,Phansidewa,6,LALU ORAON,M,58,ST,,1595,1,1596,0.88,206362,87.85,7074
2016,27,Phansidewa,7,BIKASH BIRJU,M,27,ST,,1474,0,1474,0.81,206362,87.85,7074
2016,27,Phansidewa,8,SUSHIL LAKRA,M,55,ST,IND,1373,0,1373,0.76,206362,87.85,7074
2016,28,Chopra,1,HAMIDUL RAHAMAN,M,56,GEN,AITC,74016,374,74390,41.82,209966,84.72,16860
2016,28,Chopra,2,AKRAMUL HOQUE,M,42,GEN,CPM,57270,260,57530,32.34,209966,84.72,16860
2016,28,Chopra,3,SAJEN RAM SINGHA,M,58,SC,BJP,15798,17,15815,8.89,209966,84.72,16860
2016,28,Chopra,4,ASHOK ROY,M,58,GEN,IND,15588,30,15618,8.78,209966,84.72,16860
2016,28,Chopra,5,SARKAR MURMU,M,42,ST,,4214,0,4214,2.37,209966,84.72,16860
2016,28,Chopra,6,NASEER AHMED KHAN,M,62,GEN,GOJAM,3531,0,3531,1.98,209966,84.72,16860
2016,28,Chopra,7,DR MD TABIBUR RAHMAN,M,61,GEN,IND,2681,0,2681,1.51,209966,84.72,16860
2016,28,Chopra,8,None of the Above,,,,NOTA,2655,0,2655,1.49,209966,84.72,16860
2016,28,Chopra,9,RUHIDAS URAW,M,45,ST,BSP,1456,0,1456,0.82,209966,84.72,16860
2016,29,Islampur,1,KANAIA LAL AGARWAL,M,62,GEN,INC,64967,592,65559,43.88,188269,79.36,7718
2016,29,Islampur,2,ABDUL KARIM CHOWDHARY,M,69,GEN,AITC,57508,333,57841,38.71,188269,79.36,7718
2016,29,Islampur,3,SAUMYAROOP MANDAL,M,37,GEN,BJP,18620,48,18668,12.49,188269,79.36,7718
2016,29,Islampur,4,None of the Above,,,,NOTA,1942,1,1943,1.3,188269,79.36,7718
2016,29,Islampur,5,MD ARSAD,M,46,GEN,JD(U),1517,4,1521,1.02,188269,79.36,7718
2016,29,Islampur,6,SEFALI ROY MONDAL,F,40,SC,BSP,1163,1,1164,0.78,188269,79.36,7718
2016,29,Islampur,7,ALTAMAS CHOWDHURY,M,30,GEN,GOJAM,1067,2,1069,0.72,188269,79.36,7718
2016,29,Islampur,8,ABDUS SUBHAN,M,47,GEN,SP,923,0,923,0.62,188269,79.36,7718
2016,29,Islampur,9,DAYAL SINGHA,M,30,SC,SUCI,714,2,716,0.48,188269,79.36,7718
2016,30,Goalpokhar,1,MD GULAM RABBANI,M,46,GEN,AITC,64796,73,64869,43.91,198786,74.31,7748
2016,30,Goalpokhar,2,AFJAL HOSEN,M,51,GEN,INC,56992,129,57121,38.67,198786,74.31,7748
2016,30,Goalpokhar,3,DEBASHIS SARKAR,M,32,GEN,BJP,16960,6,16966,11.49,198786,74.31,7748
2016,30,Goalpokhar,4,JULIA YEASMIN,F,37,GEN,SP,2887,0,2887,1.95,198786,74.31,7748
2016,30,Goalpokhar,5,DULAL RAJBANSHI,M,43,SC,SUCI,1827,0,1827,1.24,198786,74.31,7748
2016,30,Goalpokhar,6,MANSINGHA HASDA,M,43,ST,BSP,1805,0,1805,1.22,198786,74.31,7748
2016,30,Goalpokhar,7,None of the Above,,,,NOTA,1557,0,1557,1.05,198786,74.31,7748
