year,ac_number,constituency_name,position,candidate,sex,age,category,party,votes_general,votes_postal,votes,vote_share_pct,total_electors,turnout_pct,margin
2011,286,Bolpur,4,MARJINA KHATUN,F,35,GEN,PDCI,3287,4,3291,1.86,201791,87.71,16627
2011,286,Bolpur,5,SAMIRAN DAS,M,32,SC,BSP,2098,2,2100,1.19,201791,87.71,16627
2011,286,Bolpur,6,LAKSHMIRAM KISKU,M,35,ST,,1836,0,1836,1.04,201791,87.71,16627
2011,286,Bolpur,7,BHAKAT SUBRATA,M,43,GEN,JD(U),1224,0,1224,0.69,201791,87.71,16627
2011,287,Nanoor,1,GADADHAR HAZRA,M,39,SC,AITC,91472,346,91818,49.21,218317,85.46,5863
2011,287,Nanoor,2,SHYAMALI PRADHAN,F,38,SC,CPM,85649,306,85955,46.07,218317,85.46,5863
2011,287,Nanoor,3,RAJKUMAR FULMALI,M,46,SC,BJP,8800,11,8811,4.72,218317,85.46,5863
2011,288,Labhpur,1,ISLAM MONIRUL,M,51,GEN,AITC,78395,302,78697,47.68,186922,88.3,3006
2011,288,Labhpur,2,NABANITA MUKHERJEE,F,58,GEN,CPM,75353,338,75691,45.86,186922,88.3,3006
2011,288,Labhpur,3,KASHI NATH MISHRA,M,36,GEN,BJP,10650,18,10668,6.46,186922,88.3,3006
2011,289,Sainthia,1,DHIREN BAGDI,M,53,SC,CPM,77037,475,77512,46.91,190105,86.93,4318
2011,289,Sainthia,2,PARIKSHIT BALA,M,55,SC,AITC,72763,431,73194,44.29,190105,86.93,4318
2011,289,Sainthia,3,SHIBNATH SAHA,M,44,SC,BJP,8769,17,8786,5.32,190105,86.93,4318
2011,289,Sainthia,4,SRI MADAN CHANDRA DHULI,M,43,SC,IND,5756,5,5761,3.49,190105,86.93,4318
2011,290,Mayureswar,1,ASOK RAY,M,64,GEN,CPM,67138,340,67478,42.31,182588,87.34,6520
2011,290,Mayureswar,2,JATIL MONDAL,M,47,GEN,AITC,60689,269,60958,38.23,182588,87.34,6520
2011,290,Mayureswar,3,DUDH KUMAR MONDAL,M,55,GEN,BJP,30951,80,31031,19.46,182588,87.34,6520
2011,291,Rampurhat,1,ASISH BANERJEE,M,59,GEN,AITC,74789,277,75066,45.8,190293,86.13,10238
2011,291,Rampurhat,2,REBATI BHATTACHARYA,M,63,GEN,AIFB,64538,290,64828,39.55,190293,86.13,10238
2011,291,Rampurhat,3,SUBHASIS CHOUDHURY(KHOKON),M,46,GEN,BJP,17789,26,17815,10.87,190293,86.13,10238
2011,291,Rampurhat,4,MAHESH KISKU,M,27,ST,IND,3766,3,3769,2.3,190293,86.13,10238
2011,291,Rampurhat,5,PRADYOT MUKHERJEE,M,46,GEN,,2424,3,2427,1.48,190293,86.13,10238
2011,292,Hansan,1,ASIT MAL,M,55,SC,INC,73226,144,73370,46.73,181254,86.63,26452
2011,292,Hansan,2,KAMAL HASAN,M,31,GEN,,46762,156,46918,29.88,181254,86.63,26452
2011,292,Hansan,3,MD. RAFIUDDIN (MOMIN),M,48,GEN,IND,27448,13,27461,17.49,181254,86.63,26452
2011,292,Hansan,4,RUPARANI MONDAL,F,43,SC,BJP,3368,5,3373,2.15,181254,86.63,26452
2011,292,Hansan,5,AMAL MONDAL,M,34,GEN,SUCI,2501,2,2503,1.59,181254,86.63,26452
2011,292,Hansan,6,RADHESHYAM SINGH,M,65,GEN,BSP,1265,0,1265,0.81,181254,86.63,26452
2011,292,Hansan,7,JIYAR ALI,M,46,GEN,,1081,0,1081,0.69,181254,86.63,26452
2011,292,Hansan,8,AZIZUL HAQUE(LALTU),M,35,GEN,IND,1049,1,1050,0.67,181254,86.63,26452
2011,293,Nalhati,1,ABHIJIT MUKHERJEE,M,58,GEN,INC,75864,183,76047,49.03,176584,87.84,15160
2011,293,Nalhati,2,DIPAK CHATTERJEE,M,46,GEN,AIFB,60620,267,60887,39.25,176584,87.84,15160
2011,293,Nalhati,3,ANIL SINGHA,M,45,GEN,BJP,10647,9,10656,6.87,176584,87.84,15160
2011,293,Nalhati,4,BIKASH MONDAL,M,35,GEN,BSP,2716,1,2717,1.75,176584,87.84,15160
2011,293,Nalhati,5,RUDRADEB GHSOH,M,58,GEN,IND,1516,0,1516,0.98,176584,87.84,15160
2011,293,Nalhati,6,AJRAIL MD,M,32,GEN,IND,1258,0,1258,0.81,176584,87.84,15160
2011,293,Nalhati,7,RAFIQUL HASAN,M,59,GEN,SUCI,1123,0,1123,0.72,176584,87.84,15160
2011,293,Nalhati,8,PRABHAT KUMAR MONDAL,M,39,SC,IND,912,0,912,0.59,176584,87.84,15160
2011,294,Murarai,1,NURE ALAM CHOWDHURY,M,68,GEN,AITC,77738,79,77817,47.75,189414,86.04,4403
2011,294,Murarai,2,ELAHI KAMRE DR,M,52,GEN,CPM,73294,120,73414,45.05,189414,86.04,4403
2011,294,Murarai,3,SUDHIR RANJAN DAS GOSWAMI,M,53,GEN,BJP,4960,1,4961,3.04,189414,86.04,4403
2011,294,Murarai,4,SHIBLAL SARDAR,M,36,ST,BSP,3074,0,3074,1.89,189414,86.04,4403
2011,294,Murarai,5,AJRAIL MD,M,39,GEN,IND,2470,1,2471,1.52,189414,86.04,4403
2011,294,Murarai,6,MIR MUKID(HAZI REKIB),M,63,GEN,,1228,0,1228,0.75,189414,86.04,4403
